true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.99,79.2,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.775,19.375,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.8975,49.362500000000004,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
IR,IR,1.0,Mill Shell Liners,0.55,0.515,28.325000000000006,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.88,22.0,Low
B,B,1.0,Mill Shell Liners,0.55,0.815,44.824999999999996,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7625,72.43749999999999,High
OR,OR,1.0,Separator Bearing,0.3,0.9275,27.825,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.9575,47.875,Medium
OR,OR,1.0,Separator Bearing,0.3,0.97,29.099999999999998,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.885,70.80000000000001,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Separator Bearing,0.3,0.77,23.099999999999998,Low
OR,OR,1.0,Separator Bearing,0.3,0.94,28.199999999999996,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.5874999999999999,32.3125,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.92,87.4,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9475,90.01249999999999,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8474999999999999,21.187499999999996,Low
IR,IR,1.0,Mill Shell Liners,0.55,0.975,53.625,Medium
OR,OR,1.0,Separator Bearing,0.3,0.9775,29.325000000000003,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Separator Bearing,0.3,0.99,29.7,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9225,92.25,Critical
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.89,89.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.935,74.80000000000001,High
OR,OR,1.0,Separator Bearing,0.3,0.99,29.7,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.905,85.975,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9675,77.4,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7975,75.7625,High
Normal,Normal,0.05500000000000005,Girth Gear / Pinion / Gearbox,0.95,0.9475,4.950687500000004,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.99,94.05,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.99,54.449999999999996,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.8574999999999999,68.6,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,0.9875,54.31250000000001,Medium
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Separator Bearing,0.3,0.99,29.7,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.9824999999999999,49.125,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.7975,19.9375,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.93,88.35,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.905,90.5,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9824999999999999,93.33749999999998,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.89,22.25,Low
IR,IR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.975,97.5,Critical
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9575,23.9375,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.95,95.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.685,65.075,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,0.895,49.22500000000001,Medium
OR,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.5575,52.9625,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.8525,68.2,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
IR,IR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.84,79.8,High
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.8150000000000001,44.82500000000001,Medium
B,B,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.9524999999999999,47.62499999999999,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.97,92.15,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.98,93.1,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9175,91.75,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.8200000000000001,77.9,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.99,94.05,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.935,93.5,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.92,23.0,Low
B,B,1.0,Mill Shell Liners,0.55,0.9225,50.737500000000004,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.975,78.0,High
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.9924999999999999,49.625,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9624999999999999,77.0,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.8325,79.0875,High
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9425,89.5375,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.7,55.99999999999999,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
IR,B,1.0,Separator Bearing,0.3,0.6375,19.124999999999996,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.955,90.725,Critical
Normal,Normal,0.0,Separator Bearing,0.3,1.0,0.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Mill Shell Liners,0.55,0.98,53.900000000000006,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.93,93.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9924999999999999,24.8125,Low
IR,IR,1.0,Mill Shell Liners,0.55,0.97,53.349999999999994,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.9675,48.375,Medium
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.95,47.5,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.83,83.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.99,24.75,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.775,77.5,High
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9924999999999999,24.8125,Low
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.935,88.825,Critical
OR,B,1.0,Mill Shell Liners,0.55,0.61,33.550000000000004,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Separator Bearing,0.3,0.8225,24.675,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.83,83.0,Critical
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9575,90.9625,Critical
OR,OR,1.0,Separator Bearing,0.3,0.9524999999999999,28.574999999999996,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.8200000000000001,41.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.77,77.0,High
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9775,92.8625,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.8625,69.0,High
OR,IR,1.0,Mill Shell Liners,0.55,0.5075,27.9125,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Mill Shell Liners,0.55,0.845,46.475,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.805,44.275000000000006,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.98,49.0,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.955,23.875,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9325,74.6,High
IR,IR,1.0,Separator Bearing,0.3,0.9275,27.825,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.6825,17.0625,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Separator Bearing,0.3,0.975,29.25,Low
Normal,Normal,0.0,Girth Gear / Pinion / Gearbox,0.95,1.0,0.0,Low
OR,B,1.0,Separator Bearing,0.3,0.625,18.75,Low
OR,OR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.7825,62.6,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.94,89.3,Critical
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Separator Bearing,0.3,0.97,29.099999999999998,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.73,58.4,High
B,B,1.0,Separator Bearing,0.3,0.685,20.55,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.965,53.075,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9924999999999999,24.8125,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
IR,IR,1.0,Separator Bearing,0.3,0.99,29.7,Low
IR,IR,1.0,Separator Bearing,0.3,0.755,22.65,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
B,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7175,68.16250000000001,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.96,24.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9824999999999999,78.60000000000001,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.86,43.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.925,46.25,Medium
B,B,1.0,Mill Shell Liners,0.55,0.96,52.800000000000004,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.92,23.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.975,92.62499999999999,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.765,38.25,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.7375,59.00000000000001,High
B,B,1.0,Main Drive Motor Bearing,0.5,0.9175,45.875,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.97,24.25,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9199999999999999,92.0,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9375,89.0625,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.7575000000000001,37.875,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.99,49.5,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
IR,IR,1.0,Separator Bearing,0.3,0.8049999999999999,24.149999999999995,Low
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
IR,IR,1.0,Separator Bearing,0.3,0.9875,29.625,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9775,92.8625,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.885,70.80000000000001,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7975,75.7625,High
B,B,1.0,Main Drive Motor Bearing,0.5,0.57,28.499999999999996,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
B,B,0.995,Mill Fan / Auxiliary Bearing,0.25,0.8374999999999999,20.832812499999996,Low
B,B,1.0,Separator Bearing,0.3,0.9375,28.125,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9875,24.6875,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.925,92.5,Critical
Normal,Normal,0.030000000000000027,Mill Shell Liners,0.55,0.9724999999999999,1.6046250000000013,Low
Normal,Normal,0.0,Girth Gear / Pinion / Gearbox,0.95,1.0,0.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.99,24.75,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.8825000000000001,44.125,Medium
B,B,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.925,46.25,Medium
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,0.995,Mill Shell Liners,0.55,0.9724999999999999,53.2200625,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Mill Shell Liners,0.55,0.9775,53.7625,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.95,76.0,High
B,B,1.0,Separator Bearing,0.3,0.89,26.700000000000003,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.62,15.5,Low
IR,IR,1.0,Separator Bearing,0.3,0.8674999999999999,26.025,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9575,95.75,Critical
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9325,74.6,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.975,24.375,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.855,21.375,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.835,66.8,High
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.87,82.65,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.98,53.900000000000006,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9175,87.1625,Critical
OR,OR,1.0,Separator Bearing,0.3,0.9775,29.325000000000003,Low
OR,OR,1.0,Separator Bearing,0.3,0.8474999999999999,25.424999999999997,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.985,24.625,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.975,78.0,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.845,80.27499999999999,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Mill Shell Liners,0.55,0.985,54.175000000000004,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9824999999999999,78.60000000000001,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Separator Bearing,0.3,0.9424999999999999,28.274999999999995,Low
IR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.55,52.25,Medium
B,B,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.91,72.80000000000001,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.66,66.0,High
B,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.695,55.599999999999994,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.805,20.125,Low
B,B,1.0,Mill Shell Liners,0.55,0.98,53.900000000000006,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.98,49.0,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.99,99.0,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.975,48.75,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Separator Bearing,0.3,0.955,28.65,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.735,18.375,Low
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,OR,1.0,Mill Shell Liners,0.55,0.6275,34.5125,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Mill Shell Liners,0.55,0.92,50.60000000000001,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.515,51.5,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9575,90.9625,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.81,81.0,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.935,23.375,Low
OR,OR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.5775,57.75,High
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.9775,78.2,High
B,B,0.995,Mill Fan / Auxiliary Bearing,0.25,0.955,23.755625,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.935,46.75,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.79,79.0,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9675,96.75,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7025,66.7375,High
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,0.97,Main Drive Motor Bearing,0.5,0.955,46.317499999999995,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.965,24.125,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.95,76.0,High
OR,OR,1.0,Separator Bearing,0.3,0.98,29.4,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7875,74.8125,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.8875,88.75,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.955,90.725,Critical
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.885,88.5,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.87,69.60000000000001,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9125000000000001,91.25000000000001,Critical
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.51,51.0,Medium
Normal,Normal,0.0,Mill Fan / Auxiliary Bearing,0.25,1.0,0.0,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.9175,50.4625,Medium
OR,OR,1.0,Separator Bearing,0.3,0.9724999999999999,29.174999999999997,Low
OR,OR,1.0,Separator Bearing,0.3,0.925,27.750000000000004,Low
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
B,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.8825000000000001,88.25,Critical
IR,IR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.945,94.5,Critical
B,IR,1.0,Main Drive Motor Bearing,0.5,0.7224999999999999,36.12499999999999,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.98,78.4,High
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.965,24.125,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.7425,59.400000000000006,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Mill Shell Liners,0.55,0.73,40.150000000000006,Medium
