true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.83,83.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.775,77.5,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,0.9924999999999999,54.5875,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.935,93.5,Critical
OR,B,1.0,Drive Motor Bearing,0.65,0.61,39.65,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.8225,53.4625,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.83,83.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9575,95.75,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.9524999999999999,61.912499999999994,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.8200000000000001,53.300000000000004,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.77,77.0,High
B,B,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9775,97.75,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8625,69.0,High
OR,IR,1.0,Drive Motor Bearing,0.65,0.5075,32.9875,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Drive Motor Bearing,0.65,0.845,54.925000000000004,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.805,52.32500000000001,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.98,63.7,High
B,B,1.0,Countershaft Bearing,0.55,0.955,52.525,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9325,74.6,High
IR,IR,1.0,Countershaft Bearing,0.55,0.9275,51.0125,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.6825,37.5375,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.975,53.625,Medium
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
OR,B,1.0,Countershaft Bearing,0.55,0.625,34.375,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.7825,62.6,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.94,75.2,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.73,58.4,High
B,B,1.0,Countershaft Bearing,0.55,0.685,37.67500000000001,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.965,77.2,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9924999999999999,54.5875,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Countershaft Bearing,0.55,0.755,41.525000000000006,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
B,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.7175,71.75,High
OR,OR,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9824999999999999,78.60000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.86,55.900000000000006,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.925,60.12500000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.96,76.8,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Countershaft Bearing,0.55,0.92,50.60000000000001,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.975,97.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.765,49.725,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.7375,59.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.9175,59.637499999999996,High
IR,IR,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9199999999999999,92.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9375,75.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.7575000000000001,49.237500000000004,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.8049999999999999,44.275,Medium
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9775,97.75,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.885,70.80000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.7975,79.75,High
B,B,1.0,Drive Motor Bearing,0.65,0.57,37.05,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
B,B,0.995,Countershaft Bearing,0.55,0.8374999999999999,45.832187499999996,Medium
B,B,1.0,Countershaft Bearing,0.55,0.9375,51.5625,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.925,92.5,Critical
Normal,Normal,0.030000000000000027,Rotor Bearing Housing (Impact/Hammer),0.8,0.9724999999999999,2.334000000000002,Low
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
OR,OR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.8825000000000001,57.362500000000004,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
B,B,1.0,Drive Motor Bearing,0.65,0.925,60.12500000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,0.995,Rotor Bearing Housing (Impact/Hammer),0.8,0.9724999999999999,77.411,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9775,78.2,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.95,76.0,High
B,B,1.0,Countershaft Bearing,0.55,0.89,48.95,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.62,34.1,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.8674999999999999,47.712500000000006,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9575,95.75,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9325,74.6,High
OR,OR,1.0,Countershaft Bearing,0.55,0.975,53.625,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.855,47.025,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.835,66.8,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.87,69.60000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.98,63.7,High
B,B,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9175,91.75,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.9775,63.5375,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.8474999999999999,55.0875,High
OR,OR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.975,78.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.845,84.5,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9824999999999999,78.60000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9424999999999999,51.837500000000006,Medium
IR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.55,55.00000000000001,High
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.91,72.80000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.66,66.0,High
B,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.695,55.599999999999994,High
OR,OR,1.0,Countershaft Bearing,0.55,0.805,44.275000000000006,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.98,63.7,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.955,62.075,High
B,B,1.0,Countershaft Bearing,0.55,0.735,40.425,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.6275,50.2,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.92,73.60000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.515,51.5,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9575,95.75,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.81,81.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.935,51.42500000000001,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.5775,57.75,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9775,78.2,High
B,B,0.995,Countershaft Bearing,0.55,0.955,52.26237499999999,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.935,60.775,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.79,79.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9675,96.75,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.7025,70.25,High
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,0.97,Drive Motor Bearing,0.65,0.955,60.21274999999999,High
B,B,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.95,76.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.98,53.900000000000006,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.7875,78.75,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.8875,88.75,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.955,95.5,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.885,88.5,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.87,69.60000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9125000000000001,91.25000000000001,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.51,51.0,Medium
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.9175,59.637499999999996,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9724999999999999,53.4875,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.925,60.12500000000001,High
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
B,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.8825000000000001,88.25,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.945,94.5,Critical
B,IR,1.0,Drive Motor Bearing,0.65,0.7224999999999999,46.9625,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
B,B,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.7425,59.400000000000006,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.73,58.4,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.685,44.525000000000006,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.9875,64.18750000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.945,75.6,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Countershaft Bearing,0.55,0.7475,41.112500000000004,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.975,97.5,Critical
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
OR,OR,1.0,Countershaft Bearing,0.55,0.8325,45.7875,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.965,62.724999999999994,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.845,67.60000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.9675,62.88750000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9624999999999999,52.93750000000001,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.9275,51.0125,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.93,93.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.6799999999999999,37.4,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.9575,52.6625,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9824999999999999,98.25,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.575,31.624999999999996,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.7825,78.25,High
B,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.5575,44.6,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.94,75.2,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.805,52.32500000000001,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.915,59.475,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.81,81.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.965,62.724999999999994,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9824999999999999,98.25,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,B,1.0,Drive Motor Bearing,0.65,0.655,42.575,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.705,45.824999999999996,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.965,62.724999999999994,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.9524999999999999,61.912499999999994,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9275,92.75,Critical
B,B,1.0,Countershaft Bearing,0.55,0.765,42.07500000000001,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.75,60.00000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9875,79.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.98,98.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.9075,58.987500000000004,High
B,B,1.0,Countershaft Bearing,0.55,0.9425,51.837500000000006,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.91,91.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.95,61.74999999999999,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.925,92.5,Critical
B,B,0.995,Countershaft Bearing,0.55,0.9824999999999999,53.767312499999996,Medium
B,B,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.9275,60.28750000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9125000000000001,73.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.9875,64.18750000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
B,B,1.0,Countershaft Bearing,0.55,0.89,48.95,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.98,53.900000000000006,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.9075,58.987500000000004,High
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.935,60.775,High
IR,B,1.0,Countershaft Bearing,0.55,0.6275000000000001,34.51250000000001,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.7725,50.212500000000006,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.82,82.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.66,66.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.82,53.300000000000004,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8625,69.0,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9875,79.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.885,57.525000000000006,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.935,93.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.98,98.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.9575,62.237500000000004,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.8975,89.75,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.87,56.55,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.945,75.6,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
Normal,Normal,0.010000000000000009,Drive Motor Bearing,0.65,0.9924999999999999,0.6451250000000006,Low
