true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8875,31.0625,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.6275,40.7875,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9425,61.262499999999996,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.945,70.875,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9225000000000001,73.80000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.95,61.74999999999999,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9775,73.3125,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.965,77.2,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9575,76.6,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.7475,26.1625,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.87,30.45,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.8125,28.4375,Low
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.655,42.575,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9475,71.0625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9275,74.2,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.775,27.125,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8975,58.3375,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.515,38.625,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.88,30.8,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.815,61.12499999999999,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.7625,57.18749999999999,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9275,32.4625,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9575,62.237500000000004,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.885,66.375,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.77,26.949999999999996,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.94,32.9,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.5874999999999999,38.1875,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.92,73.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9475,75.8,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8474999999999999,29.662499999999998,Low
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9775,63.5375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9225,73.8,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.89,71.2,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.935,70.125,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.905,72.4,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9675,72.5625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7975,63.800000000000004,High
Normal,Normal,0.05500000000000005,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9475,4.169000000000004,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8574999999999999,64.3125,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9875,74.06250000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9824999999999999,63.8625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.7975,27.912499999999994,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.93,74.4,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.905,72.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9824999999999999,78.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.89,31.15,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9575,33.5125,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.95,76.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.685,54.800000000000004,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.895,67.125,High
OR,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.5575,44.6,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8525,63.9375,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.84,67.2,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8150000000000001,52.97500000000001,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9524999999999999,61.912499999999994,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9175,73.4,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8200000000000001,61.5,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.935,74.80000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.92,32.2,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9225,59.9625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.975,73.125,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9924999999999999,64.51249999999999,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9624999999999999,72.1875,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8325,66.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9425,75.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.7,52.49999999999999,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
IR,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.6375,22.312499999999996,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.955,76.4,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.93,74.4,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.97,63.05,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9675,62.88750000000001,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.95,61.74999999999999,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.83,66.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.775,62.000000000000014,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.935,74.80000000000001,High
OR,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.61,39.65,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8225,53.4625,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.83,66.4,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9575,76.6,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9524999999999999,61.912499999999994,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8200000000000001,53.300000000000004,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.77,61.60000000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,78.2,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8625,64.68750000000001,High
OR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.5075,32.9875,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.845,54.925000000000004,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.805,52.32500000000001,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.955,33.425,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9325,69.9375,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9275,32.4625,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.6825,23.8875,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.975,34.125,Medium
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
OR,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.625,21.875,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.7825,58.6875,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.94,70.5,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.73,54.75,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.685,23.974999999999998,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.965,72.375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.755,26.424999999999997,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
B,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7175,57.400000000000006,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9824999999999999,73.6875,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.86,55.900000000000006,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.925,60.12500000000001,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.96,72.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.92,32.2,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.765,49.725,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.7375,55.31250000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9175,59.637499999999996,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9199999999999999,73.6,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9375,70.3125,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.7575000000000001,49.237500000000004,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8049999999999999,28.174999999999994,Low
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,78.2,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.885,66.375,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7975,63.800000000000004,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.57,37.05,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
B,B,0.995,Conveyor Belt / Roller Bearing,0.35,0.8374999999999999,29.1659375,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9375,32.8125,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.925,74.00000000000001,High
Normal,Normal,0.030000000000000027,Impeller / Filling Head Bearing,0.75,0.9724999999999999,2.188125000000002,Low
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8825000000000001,57.362500000000004,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.925,60.12500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,0.995,Impeller / Filling Head Bearing,0.75,0.9724999999999999,72.5728125,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9775,73.3125,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.95,71.24999999999999,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.89,31.15,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.62,21.7,Low
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8674999999999999,30.362499999999997,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9575,76.6,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9325,69.9375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.975,34.125,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.855,29.924999999999997,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.835,62.625,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.87,65.25,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9175,73.4,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9775,63.5375,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8474999999999999,55.0875,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.975,73.125,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.845,67.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9824999999999999,73.6875,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
